president,sentence
macri,Quería que hagamos todos un ejercicio y volvamos a abril de 2015 y repaso las caras y no muchos pensaban que Cambiemos podía ganar para ser sinceros pero mucho más si en ese momento nosotros les decíamos que para esta época – después de pocas semanas – no iba a existir más el cepo; que no íbamos a estar en default que íbamos a haber liberado de restricciones el comercio en la Argentina y que íbamos a hacer uno de los países más demandados que había despertado mayor interés por invertir y por el futuro.
macri,Sin dudas me hubiesen tildado de loco la mayoría de todos ustedes.
macri,Y esto es lo que está sucediendo; esto es lo que hemos logrado y lo hemos conseguido tomando muchas decisiones algunas más difíciles que otras más dolorosas – al menos para mí han sido muy dolorosas – porque sé que ya había mucha gente que la venía pasando mal pero había que sincerar la economía y tirar las herramientas para empezar a crecer.
macri,Pero lo hicimos sin olvidar que muchos argentinos necesitan de la presencia del Estado; necesitan que estemos ahí.
macri,Por eso lanzamos un paquete de ayuda social por más de 30.000 millones de pesos que va desde los 8 millones que cobra la Asignación Universal por Hijo y jubilados de la mínima que van a retener el reintegro del IVA en sus compras en un crédito de la tarjeta todos los meses; a medio millón de monotributistas que van a poder recibir la Asignación Universal por Hijo a pesar de no estar en relación de dependencia o 200.000 trabajadores temporarios que van a seguir recibiendo la Asignación Familiar en las épocas en las que no consigan trabajo.
macri,¿Y por qué hemos hecho esto?
macri,Porque queremos que todos los argentinos crucemos ese puente que les invité a todos los argentinos a construir entre la Argentina que somos y la que podemos ser esa Argentina que exprese toda la enorme potencialidad que tiene el pueblo en este país toda nuestra capacidad de hacer.
macri,Y por eso porque queremos que todos crucen es que tenemos que estar cerca pero también reconociendo y valorando que vamos bien que ya se empezaron a generar empleos de calidad en esa Argentina a la que queremos ir; que ya ha empezado a resultar cambios positivos y que realmente valorar esto que el Gobierno – con el ministro de Hacienda a la cabeza – logró porque haber salido de años de conflictos financieros con el mundo innecesarios mal manejados provocaron solamente pérdidas de puestos de trabajos para la Argentina estancamiento para la Argentina.
macri,Entonces valorando esta energía positiva que hay en el mundo que también existe en la Argentina pero – lamentablemente – también encuentro dudas.
macri,Hoy acá hay gente que ya puso primera y otra que todavía está pensando está dudando.
macri,Y este es nuestro país es el lugar donde vivimos es el lugar que amamos es el lugar por el cual queremos luchar y la manera que tienen ustedes de luchar es invirtiendo es haciendo esa es la capacidad que Dios le dio; esa es la formación que ustedes recibieron y eso es lo que necesita la Argentina de cada uno de ustedes que - en cierta manera - se pongan al hombro esta ayuda que necesitamos todos que es la ayuda de crear.
macri,Como ya algunos han hecho porque hace pocos días estuve en Córdoba con Franchioni y con Cristiano con alegría viendo que van a poner un auto mono-locado para exportarle al mundo creyendo y confiando en la capacidad de los argentinos; igual que Toyota unos días antes que ya lo viene haciendo unos cuantos años atrás pero que amplía para exportar más; igual que Bridgestone que hace lo mismo al multiplicar por cuatro la exportación de llantas de gomas a los Estados Unidos.
macri,¿Por qué?
macri,Porque cree en la capacidad de los argentinos como Gastón Remy que recién me lo crucé que asociado con YPF van a producir más gas porque van a ampliar el polo petroquímico de Bahía Blanca y esos son miles de millones y miles de puestos de trabajo que se van a generar en esa zona o como Coto que anunció – y lo acompañé – 3.500 millones de inversiones y más 2.800 puestos de trabajo.
macri,Y esto está pasando en la Argentina hoy.
macri,También ahí lo veo a Luís Miguel estuvimos en Expo-Agro exposición récord: expositores maquinarías tecnología y récord también en pedido de créditos al Banco Nación para compra de maquinaria.
macri,Porque el campo ya arrancó cree en lo que se está haciendo cree en nuestro futuro.
macri,Les decía a algunos que estaban conmigo las otras noches en CIPPEC que este es un momento en donde se requiere que todos los argentinos pongamos lo mejor de cada uno que tengamos grandeza y responsabilidad como la tuvo la política para aprobar por una mayoría abrumadora salir del default cuando insisto un año atrás me hubiesen tildado de loco.
macri,Ha habido crecimiento ha habido aprendizaje de nuestros errores y es ahí donde ustedes tienen la oportunidad que pensando en el mediano y en el largo plazo saber en qué más se puede producir.
macri,Si todos sabemos que tenemos materias primas increíbles y recursos humanos únicos eso es lo que hay que combinar apostando a la capacitación a la generación de empleo a la productividad.
macri,Porque ahí está este Gobierno que también quiere ayudarlos por ejemplo sentándonos a una mesa con los líderes sindicales con quienes estuvimos hace pocos días con Marcos y con Jorge.
macri,Ellos también se quieren sentar alrededor de una mesa y decir “bueno qué tenemos que hacer de nuestra parte para que haya más trabajo en la Argentina en qué tenemos que mejorar nuestros convenios qué es lo que hacen en otras partes que logran producir más y exportar más así nosotros también lo vamos a hacer”.
macri,Sabemos que ya hay algunos lugares en donde esto se está haciendo acabo de dar algunos ejemplos como el de la industria automotriz que ya lo logró.
macri,Entonces creo que es hoy como decía en la campaña es aquí y es ahora el momento de poner todo lo que tenemos porque tenemos hijos porque tenemos nietos porque insisto este es nuestro lugar.
macri,Y solamente si cada pequeña empresa cada pequeño emprendimiento va creciendo en el tiempo se transformará en una mediana o en una gran empresa y así es como el país entero va a crecer.
macri,Para eso necesitamos que todos tengamos un rol activo.
macri,Esto de la responsabilidad es muy importante y les pido dos cosas en esto que es una transición: primero el cuidado de los empleos que tenemos hoy; sabemos que nos está afectando la crisis en el Brasil lo sé ya que hay aparatos productivos en la Argentina que están orientados a la exportación al Brasil pero Brasil se va a recuperar muy rápido y en consecuencia tenemos que cuidar ese recurso humano.
macri,Por lo tanto les pido que hagamos el máximo esfuerzo para cuidar a cada uno de nuestros empleados porque detrás de cada uno de ellos hay una familia y hay una historia con su empresa hay una camiseta bien llevada hay ganas de seguir perteneciendo.
macri,Y lo segundo reconociendo que la inflación es responsabilidad primaria del Gobierno estamos trabajando y hemos reducido la emisión monetaria drásticamente y los resultados se van a dar y comprobar en el segundo semestre donde la vamos a bajar drásticamente.
macri,Pero en el mientras tanto les pido a todos que sean responsables con los precios porque estamos pensando no en la Argentina de este año ni en el balance de este año estamos acá por la Argentina de los próximos 20 de los próximos 50 años.
macri,Hoy estaba en una reunión de trabajo con el equipo de Transporte y discutíamos a qué plazo concesionar los nuevos puertos: se hablaba de 30 de 40 de 50 años.
macri,Así es cómo hay que planificar.
macri,Por eso recordando de dónde venimos de un país con 700 por ciento de inflación acumulada en default con un Estado incapaz sin planeamiento lleno de desidia de corrupción estamos recorriendo un camino hacia un Estado presente del siglo XXI que facilite que acompañe que esté cerca del que más lo necesita y que acompañe a aquellos que como ustedes pueden hacer la diferencia la diferencia para todos los argentinos encontrando en qué podemos ser los mejores en qué podemos competir con los mejores.
macri,Yo estoy acá porque soy un convencido de que podemos.
macri,Hay muchas experiencias a lo largo de la historia de la Argentina y de los últimos años que demuestran que cuando nos ponemos a trabajar juntos somos realmente gente muy capaz.
macri,Entonces cuidando este momento valorando la oportunidad que tenemos siendo responsables por tanta gente que depende de todos nosotros de nuestra capacidad de liderazgo es que los convoqué hoy para pedirles que se entusiasmen con lo que estamos viviendo.
macri,Yo no puedo parar de atender a una gran cantidad de gente que viene del mundo diciendo “queremos ser parte de la Argentina que viene”.
macri,Agradezco que ya muchos hayan lanzado sus inversiones pero lo que yo necesito es que cada uno de ustedes sea otro motor adicional que haga que este momento que se vive en la Argentina esta esperanza que hay en la Argentina se transforme lo antes posible en una realidad.
macri,Confío realmente en ustedes y les digo que estamos acá con todo el equipo para ayudar para colaborar y como siempre digo nosotros somos los responsables de cortar el pasto de poner los arcos de marcar las rayas y de ayudar a que los argentinos metan goles.
macri,Y ustedes tienen que meter muchos goles para que haya mucho trabajo en la Argentina porque ese es el camino a que tengamos pobreza cero en este país.
macri,Muchas gracias por acompañarme.
macri,(APLAUSOS)
macri,Pero la verdad es que estoy feliz feliz de estar acá nuevamente feliz de que hayamos puesto en valor como decía mi querida Gobernadora dos cualidades que tienen que ser ya parte de nuestra vida diaria: la primera es el valor de la palabra que entendamos que si nos comprometemos y cumplimos detrás de eso vienen cosas maravillosas y que una palabra dada y cumplida lleva a otra y a otra y a otra; y ahí es donde se inunda de confianza el país cada barrio cada pueblo en lo que somos capaces de hacer todos juntos.
